Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP103963,Male,Yes,2,Graduate,No,2663,2353,144,360,1.0,Semiurban,Y
LP103964,Male,No,0,Graduate,No,2721,0,45,360,1.0,Semiurban,Y
LP103965,Male,No,0,Not Graduate,No,3272,0,144,360,1.0,Urban,Y
LP103966,Male,No,3+,Graduate,No,1779,2074,99,180,1.0,Urban,Y
LP103967,Male,Yes,2,Graduate,No,2108,1786,111,360,1.0,Rural,N
LP103968,Male,Yes,3+,Graduate,No,4511,3486,393,360,1.0,Urban,Y
LP103969,Male,Yes,2,Graduate,No,3903,1067,77,360,1.0,Urban,Y
LP103970,Female,Yes,2,Graduate,No,4649,1733,257,240,1.0,Semiurban,N
LP103971,Male,No,1,Not Graduate,Yes,3516,0,170,360,1.0,Rural,N
LP103972,Male,Yes,2,Not Graduate,No,13096,1198,246,360,1.0,Urban,Y
LP103973,Male,Yes,0,Graduate,No,4489,601,231,84,1.0,Rural,N
LP103974,Male,Yes,3+,Graduate,Yes,3739,1000,140,120,1.0,Urban,Y
LP103975,Female,Yes,2,Graduate,No,4427,1922,290,360,1.0,Semiurban,Y
LP103976,Male,Yes,2,Graduate,No,7337,1721,234,360,1.0,Urban,Y
LP103977,Male,No,1,Graduate,No,4074,0,201,360,1.0,Semiurban,Y
LP103978,Male,Yes,0,Graduate,No,6102,1345,280,120,1.0,Urban,N
LP103979,Male,Yes,0,Graduate,No,5206,909,226,360,1.0,Semiurban,Y
LP103980,Female,Yes,3+,Graduate,No,3569,0,154,360,1.0,Urban,Y
LP103981,Female,Yes,1,Graduate,No,4450,1808,189,360,1.0,Semiurban,Y
LP103982,Male,Yes,0,Graduate,No,10089,2930,313,60,1.0,Rural,Y
LP103983,Male,No,0,Graduate,No,4786,0,116,240,1.0,Semiurban,Y
LP103984,Female,No,0,Graduate,No,2434,0,65,360,1.0,Urban,Y
LP103985,Female,No,2,Graduate,No,3512,419,144,360,1.0,Semiurban,Y
LP103986,Male,No,2,Not Graduate,No,1024,0,45,240,1.0,Semiurban,Y
LP103987,Male,Yes,1,Not Graduate,No,3534,2158,185,180,1.0,Urban,Y
LP103988,Male,No,0,Graduate,No,8616,0,251,240,1.0,Semiurban,Y
LP103989,Female,No,0,Graduate,No,2002,0,86,240,1.0,Urban,Y
LP103990,Male,No,0,Graduate,No,4547,0,114,120,1.0,Semiurban,Y
LP103991,Male,Yes,2,Graduate,No,7199,643,307,360,1.0,Rural,Y
LP103992,Male,No,0,Graduate,No,7630,0,143,360,1.0,Urban,Y
LP103993,Male,No,1,Graduate,No,8465,0,161,360,1.0,Urban,Y
LP103994,Male,No,0,Graduate,No,1499,0,165,360,1.0,Urban,Y
LP103995,Male,Yes,0,Graduate,No,5527,792,113,360,1.0,Rural,Y
LP103996,Male,No,3+,Not Graduate,No,1432,0,29,360,0.0,Semiurban,N
LP103997,Male,No,0,Graduate,No,2418,2053,165,360,1.0,Urban,N
LP103998,Male,No,0,Graduate,No,6577,2370,271,60,1.0,Semiurban,Y
LP103999,Male,Yes,0,Graduate,No,4567,0,158,360,1.0,Urban,Y
LP104000,Male,No,0,Graduate,No,6243,0,307,360,1.0,Semiurban,Y
LP104001,Female,Yes,0,Graduate,No,2512,1415,165,360,1.0,Semiurban,Y
LP104002,Male,Yes,0,Graduate,No,9417,4325,490,360,1.0,Rural,Y
LP104003,Male,Yes,2,Graduate,No,6114,2276,237,300,1.0,Urban,N
LP104004,Male,No,0,Not Graduate,No,5344,0,198,60,1.0,Semiurban,N
LP104005,Male,Yes,0,Graduate,No,2312,3496,90,360,1.0,Semiurban,Y
LP104006,Male,Yes,0,Not Graduate,No,6241,0,215,360,1.0,Rural,N
LP104007,Male,No,1,Graduate,No,3519,1640,90,180,1.0,Semiurban,Y
LP104008,Male,No,2,Graduate,No,2992,959,90,360,1.0,Semiurban,Y
LP104009,Male,Yes,0,Graduate,No,5906,3502,327,360,0.0,Urban,N
LP104010,Male,No,0,Graduate,Yes,6348,2444,337,360,1.0,Semiurban,Y
LP104011,Male,No,2,Graduate,No,2628,0,75,360,1.0,Rural,Y
LP104012,Male,Yes,1,Graduate,No,12974,0,385,180,1.0,Rural,Y
LP104013,Male,Yes,0,Graduate,No,11358,0,368,360,1.0,Semiurban,N
LP104014,Male,Yes,1,Graduate,No,5840,1276,296,300,1.0,Urban,Y
LP104015,Male,Yes,1,Graduate,No,5305,0,83,360,1.0,Rural,Y
LP104016,Female,Yes,1,Graduate,No,5020,1574,202,120,1.0,Urban,Y
LP104017,Male,No,1,Graduate,No,1785,2001,59,360,1.0,Urban,Y
LP104018,Male,No,3+,Not Graduate,No,3487,0,91,360,1.0,Semiurban,Y
LP104019,Male,Yes,0,Not Graduate,No,3461,0,115,360,0.0,Urban,N
LP104020,Male,Yes,3+,Graduate,No,3050,3268,112,300,1.0,Rural,Y
LP104021,Male,Yes,0,Graduate,Yes,3885,3459,235,360,1.0,Semiurban,Y
LP104022,Male,Yes,1,Graduate,No,1130,1441,122,360,1.0,Semiurban,Y
LP104023,Female,Yes,0,Not Graduate,No,1792,2196,155,360,0.0,Semiurban,N
LP104024,Male,No,0,Graduate,No,6952,0,295,360,1.0,Rural,Y
LP104025,Female,No,2,Graduate,No,10850,0,383,360,0.0,Semiurban,N
LP104026,Male,Yes,1,Graduate,No,2492,1831,200,360,0.0,Urban,N
LP104027,Male,No,0,Graduate,Yes,5093,0,103,360,0.0,Rural,N
LP104028,Male,Yes,0,Graduate,No,7661,0,236,360,1.0,Urban,Y
LP104029,Male,No,0,Graduate,No,3145,0,113,360,1.0,Urban,Y
LP104030,Male,Yes,3+,Graduate,Yes,6681,1192,359,360,1.0,Semiurban,Y
LP104031,Male,Yes,2,Graduate,No,4110,3335,192,360,1.0,Urban,N
LP104032,Male,No,0,Not Graduate,No,6307,1190,113,360,1.0,Rural,Y
LP104033,Female,Yes,2,Graduate,No,2068,0,102,360,1.0,Semiurban,Y
LP104034,Male,No,2,Graduate,No,2281,0,36,360,1.0,Rural,Y
LP104035,Female,Yes,0,Graduate,Yes,5371,3722,185,360,1.0,Urban,Y
LP104036,Female,Yes,1,Graduate,No,4415,3318,230,300,1.0,Rural,Y
LP104037,Female,Yes,0,Graduate,No,4059,1394,177,360,1.0,Urban,Y
LP104038,Male,Yes,1,Graduate,No,5747,2827,379,84,1.0,Urban,Y
LP104039,Male,No,0,Graduate,No,2510,0,77,360,1.0,Urban,Y
LP104040,Female,Yes,0,Graduate,No,1972,1148,107,360,1.0,Semiurban,Y
LP104041,Male,No,0,Not Graduate,No,2489,0,55,360,1.0,Urban,Y
LP104042,Male,No,0,Graduate,No,3382,0,118,360,1.0,Semiurban,Y
LP104043,Male,No,2,Graduate,No,3582,0,97,360,1.0,Urban,Y
LP104044,Male,Yes,0,Graduate,Yes,9256,1048,190,360,0.0,Urban,N
LP104045,Male,No,0,Not Graduate,No,5006,0,241,360,1.0,Semiurban,Y
LP104046,Male,Yes,2,Graduate,No,5614,2793,150,240,1.0,Urban,Y
LP104047,Male,Yes,0,Not Graduate,Yes,4073,722,186,360,1.0,Rural,Y
LP104048,Female,Yes,0,Graduate,Yes,3627,0,170,360,1.0,Semiurban,Y
LP104049,Male,Yes,3+,Graduate,No,2618,0,56,360,1.0,Rural,Y
LP104050,Female,Yes,2,Graduate,No,2167,0,50,360,1.0,Urban,Y
LP104051,Male,Yes,0,Graduate,No,2858,0,86,360,1.0,Rural,Y
LP104052,Female,Yes,0,Graduate,No,4089,0,103,360,1.0,Semiurban,Y
LP104053,Male,Yes,3+,Graduate,No,2218,2213,184,360,1.0,Rural,Y
LP104054,Male,No,0,Graduate,No,4596,0,123,84,1.0,Urban,Y
LP104055,Male,Yes,0,Graduate,No,3762,1128,242,180,1.0,Semiurban,Y
LP104056,Female,Yes,0,Graduate,No,3365,1705,228,360,1.0,Rural,Y
LP104057,Male,Yes,0,Not Graduate,Yes,6828,0,316,360,0.0,Urban,N
LP104058,Female,No,1,Not Graduate,No,847,0,15,180,1.0,Semiurban,Y
LP104059,Female,Yes,2,Graduate,No,3390,1543,104,360,1.0,Rural,Y
LP104060,Male,Yes,3+,Not Graduate,Yes,988,0,21,360,1.0,Semiurban,Y
LP104061,Male,Yes,2,Graduate,No,4774,1938,259,360,1.0,Urban,N
LP104062,Male,No,0,Graduate,No,6367,0,98,360,1.0,Semiurban,Y
LP104063,Male,Yes,0,Graduate,No,1992,3020,217,360,1.0,Urban,Y
LP104064,Female,No,3+,Graduate,No,2137,0,73,180,1.0,Rural,Y
LP104065,Male,Yes,0,Graduate,No,1645,0,57,360,1.0,Urban,Y
LP104066,Male,Yes,0,Graduate,No,4336,0,147,360,1.0,Urban,Y
LP104067,Female,Yes,2,Graduate,No,3471,0,117,360,1.0,Urban,Y
LP104068,Male,Yes,1,Graduate,No,3592,0,79,360,1.0,Semiurban,Y
LP104069,Female,Yes,0,Not Graduate,No,2676,4995,191,360,1.0,Rural,Y
LP104070,Male,Yes,2,Not Graduate,No,1918,1181,99,180,1.0,Urban,Y
LP104071,Male,Yes,3+,Graduate,No,7803,0,165,120,1.0,Urban,Y
LP104072,Male,No,0,Graduate,Yes,5350,0,131,360,1.0,Urban,Y
LP104073,Male,Yes,2,Graduate,No,2182,3484,245,180,0.0,Rural,N
LP104074,Male,No,0,Graduate,Yes,3133,4214,319,360,1.0,Semiurban,Y
LP104075,Male,Yes,0,Graduate,No,2592,1070,90,360,1.0,Urban,Y
LP104076,Male,Yes,2,Graduate,No,9073,1320,360,360,1.0,Semiurban,Y
LP104077,Male,Yes,3+,Graduate,Yes,6811,0,185,360,1.0,Urban,Y
LP104078,Male,Yes,0,Graduate,No,3906,2184,132,180,1.0,Semiurban,Y
LP104079,Male,Yes,0,Not Graduate,Yes,9218,525,421,360,1.0,Urban,Y
LP104080,Male,Yes,0,Not Graduate,No,7283,0,362,360,0.0,Rural,N
LP104081,Male,No,0,Graduate,No,3688,2974,232,360,1.0,Rural,Y
LP104082,Male,No,0,Graduate,Yes,3675,0,173,120,1.0,Semiurban,Y
LP104083,Male,Yes,0,Not Graduate,No,2685,889,134,120,0.0,Semiurban,N
LP104084,Male,No,0,Graduate,No,2479,0,165,360,1.0,Semiurban,Y
LP104085,Male,No,0,Graduate,Yes,11953,1775,437,360,1.0,Urban,Y
LP104086,Male,Yes,0,Graduate,No,2407,1082,81,240,1.0,Semiurban,Y
LP104087,Male,No,2,Graduate,Yes,7425,0,133,360,1.0,Semiurban,Y
LP104088,Female,Yes,0,Not Graduate,No,4791,0,146,360,1.0,Rural,Y
LP104089,Male,Yes,0,Graduate,No,3541,1381,171,360,1.0,Urban,Y
LP104090,Male,Yes,2,Graduate,No,11331,651,393,360,1.0,Semiurban,Y
LP104091,Male,Yes,1,Graduate,No,1776,0,70,360,1.0,Semiurban,Y
LP104092,Male,Yes,0,Graduate,No,4008,2842,149,120,0.0,Urban,N
LP104093,Female,Yes,0,Graduate,No,3200,0,88,360,0.0,Semiurban,N
LP104094,Male,No,1,Graduate,Yes,7812,2019,290,360,1.0,Rural,Y
LP104095,Male,No,0,Graduate,No,5086,0,109,360,1.0,Rural,Y
LP104096,Male,No,2,Graduate,No,1619,2985,215,360,1.0,Semiurban,N
LP104097,Male,No,0,Graduate,No,8279,0,322,60,1.0,Urban,Y
LP104098,Male,No,0,Graduate,Yes,6015,0,110,360,1.0,Rural,Y
LP104099,Male,Yes,0,Graduate,Yes,2606,671,131,360,1.0,Semiurban,Y
LP104100,Male,Yes,1,Graduate,No,3455,1762,178,360,1.0,Urban,Y
LP104101,Male,Yes,2,Graduate,No,2048,0,68,180,1.0,Urban,Y
LP104102,Male,No,0,Graduate,Yes,4193,0,208,84,1.0,Urban,Y
LP104103,Male,Yes,0,Graduate,Yes,5002,798,212,360,1.0,Urban,Y
LP104104,Male,No,0,Not Graduate,No,2726,0,126,180,1.0,Semiurban,Y
LP104105,Male,Yes,0,Graduate,No,3268,923,197,360,1.0,Urban,Y
LP104106,Female,Yes,2,Graduate,No,1725,968,50,360,1.0,Urban,Y
LP104107,Male,No,0,Graduate,No,5040,0,77,360,1.0,Semiurban,Y
LP104108,Female,Yes,3+,Graduate,No,1453,2425,117,300,1.0,Semiurban,Y
LP104109,Male,Yes,1,Graduate,No,4259,941,218,120,1.0,Urban,Y
LP104110,Male,Yes,0,Graduate,No,1557,1850,149,360,1.0,Urban,Y
LP104111,Male,Yes,2,Graduate,Yes,4736,1735,275,60,1.0,Urban,Y
LP104112,Male,No,0,Graduate,Yes,4590,0,141,360,0.0,Semiurban,N
LP104113,Male,Yes,0,Graduate,Yes,5750,1268,289,360,0.0,Urban,N
LP104114,Male,Yes,0,Graduate,No,6728,0,270,360,1.0,Semiurban,Y
LP104115,Male,Yes,0,Graduate,No,7450,4272,305,12,0.0,Urban,N
LP104116,Female,No,0,Graduate,No,1727,1784,73,360,0.0,Urban,N
LP104117,Male,Yes,0,Not Graduate,No,3174,1866,185,120,1.0,Semiurban,Y
LP104118,Male,Yes,3+,Not Graduate,No,9904,0,383,300,0.0,Urban,Y
LP104119,Male,No,0,Graduate,No,4471,0,156,360,0.0,Urban,N
LP104120,Male,Yes,2,Graduate,No,2651,3434,137,360,1.0,Urban,Y
LP104121,Male,No,3+,Graduate,No,4008,0,99,360,1.0,Urban,Y
LP104122,Male,Yes,2,Graduate,Yes,3730,2137,233,180,1.0,Semiurban,Y
LP104123,Female,Yes,0,Graduate,No,2192,0,107,360,1.0,Urban,Y
LP104124,Female,Yes,0,Graduate,Yes,7429,3835,541,360,0.0,Rural,N
LP104125,Male,No,0,Graduate,No,5774,0,165,360,1.0,Rural,Y
LP104126,Male,No,0,Graduate,No,2010,0,93,360,0.0,Rural,N
LP104127,Female,Yes,0,Graduate,No,3978,2615,106,360,1.0,Urban,Y
LP104128,Male,Yes,2,Graduate,No,3066,0,138,180,1.0,Rural,Y
LP104129,Male,No,0,Graduate,No,1735,1052,88,360,0.0,Urban,N
LP104130,Male,No,0,Graduate,No,1923,1648,151,360,0.0,Urban,N
LP104131,Male,No,3+,Graduate,No,2087,0,32,360,1.0,Urban,Y
LP104132,Male,Yes,0,Graduate,No,4055,2104,280,180,0.0,Rural,N
LP104133,Male,No,0,Graduate,No,3255,0,117,360,0.0,Urban,N
LP104134,Male,Yes,2,Graduate,No,2471,0,58,180,0.0,Rural,N
LP104135,Male,Yes,0,Graduate,No,3375,2159,150,360,1.0,Urban,Y
LP104136,Male,Yes,1,Graduate,No,6316,2984,205,360,0.0,Rural,N
LP104137,Male,No,0,Graduate,No,5095,3261,249,120,1.0,Rural,Y
LP104138,Male,Yes,2,Graduate,No,7265,1277,227,360,0.0,Rural,N
LP104139,Male,Yes,0,Graduate,Yes,4062,1031,172,240,1.0,Semiurban,Y
LP104140,Male,No,0,Graduate,Yes,11120,0,484,360,1.0,Rural,N
LP104141,Male,Yes,1,Graduate,No,5071,0,250,360,0.0,Rural,N
LP104142,Male,No,0,Graduate,No,3200,716,93,360,1.0,Urban,Y
LP104143,Female,No,0,Graduate,No,4407,0,83,360,1.0,Semiurban,Y
LP104144,Female,Yes,0,Not Graduate,No,1649,1517,91,360,0.0,Semiurban,N
LP104145,Male,No,0,Graduate,No,3538,0,71,360,1.0,Urban,N
LP104146,Male,No,0,Not Graduate,Yes,4566,1949,288,360,1.0,Semiurban,Y
LP104147,Male,No,1,Graduate,No,5862,4669,343,360,1.0,Urban,Y
LP104148,Male,No,0,Not Graduate,No,2615,0,96,360,1.0,Semiurban,Y
LP104149,Male,No,1,Graduate,No,18834,0,165,36,1.0,Urban,Y
LP104150,Male,Yes,0,Not Graduate,Yes,3279,1988,217,360,1.0,Urban,Y
LP104151,Male,Yes,0,Graduate,No,1663,1635,162,360,1.0,Urban,Y
LP104152,Male,No,2,Graduate,No,8160,775,285,84,1.0,Rural,Y
LP104153,Male,Yes,2,Graduate,No,5847,0,285,360,0.0,Urban,N
LP104154,Male,Yes,0,Not Graduate,No,3722,0,60,360,1.0,Rural,Y
LP104155,Male,No,0,Graduate,No,3242,2922,100,120,1.0,Rural,Y
LP104156,Male,No,0,Graduate,No,5198,0,253,360,1.0,Semiurban,Y
LP104157,Female,Yes,0,Graduate,No,10201,787,434,180,1.0,Urban,Y
LP104158,Female,No,1,Graduate,No,4678,0,101,240,1.0,Urban,Y
LP104159,Male,No,0,Graduate,No,1865,0,52,360,1.0,Semiurban,Y
LP104160,Male,Yes,1,Graduate,Yes,689,6456,234,360,1.0,Urban,Y
LP104161,Male,No,0,Not Graduate,No,4049,0,160,360,1.0,Semiurban,N
LP104162,Male,Yes,0,Not Graduate,No,1905,1047,131,360,0.0,Rural,N
LP104163,Male,Yes,2,Graduate,No,3964,1254,93,360,1.0,Urban,Y
LP104164,Male,Yes,0,Graduate,No,2683,1592,162,360,0.0,Semiurban,Y
LP104165,Male,Yes,0,Graduate,No,2579,2483,160,240,1.0,Rural,Y
LP104166,Male,Yes,3+,Graduate,No,2749,2673,195,360,1.0,Rural,Y
LP104167,Male,No,2,Graduate,No,2889,0,95,360,1.0,Rural,Y
LP104168,Male,No,0,Graduate,No,6417,0,197,60,1.0,Rural,Y
LP104169,Male,Yes,0,Graduate,No,5740,1842,168,180,1.0,Urban,Y
LP104170,Male,No,0,Not Graduate,No,1686,1849,111,360,1.0,Rural,Y
LP104171,Female,Yes,0,Not Graduate,Yes,1999,686,58,180,1.0,Rural,Y
LP104172,Male,Yes,0,Graduate,No,5158,0,85,360,1.0,Semiurban,Y
LP104173,Male,No,2,Not Graduate,No,6431,0,181,360,1.0,Urban,Y
LP104174,Female,Yes,0,Graduate,No,7407,0,118,360,1.0,Semiurban,Y
LP104175,Female,Yes,0,Graduate,Yes,2653,8525,388,360,0.0,Urban,N
LP104176,Male,No,3+,Graduate,Yes,7936,2409,181,360,1.0,Urban,Y
LP104177,Female,Yes,0,Graduate,No,1576,2014,109,360,1.0,Semiurban,Y
LP104178,Male,No,0,Graduate,No,3745,1599,263,360,1.0,Semiurban,Y
LP104179,Male,Yes,0,Graduate,No,5473,0,84,360,1.0,Semiurban,Y
LP104180,Male,Yes,0,Graduate,No,1335,995,65,360,1.0,Urban,Y
LP104181,Male,Yes,0,Graduate,No,13238,0,511,240,1.0,Rural,Y
LP104182,Male,Yes,0,Graduate,No,8686,0,165,360,1.0,Urban,Y
LP104183,Male,Yes,0,Graduate,No,5977,0,207,360,1.0,Urban,Y
LP104184,Male,Yes,2,Graduate,No,2463,0,59,84,1.0,Semiurban,Y
LP104185,Male,No,0,Graduate,No,4033,0,92,60,1.0,Semiurban,Y
LP104186,Male,No,3+,Graduate,No,6467,0,300,360,1.0,Urban,N
LP104187,Male,Yes,0,Graduate,No,2258,3180,120,360,0.0,Urban,N
LP104188,Male,Yes,1,Not Graduate,No,2967,2540,155,120,1.0,Rural,Y
LP104189,Male,Yes,0,Graduate,No,6908,3773,224,360,1.0,Semiurban,Y
LP104190,Male,No,1,Graduate,No,1840,1140,74,360,0.0,Urban,N
LP104191,Female,No,3+,Graduate,No,5027,0,127,360,1.0,Urban,Y
LP104192,Male,Yes,2,Graduate,No,1595,654,59,360,1.0,Semiurban,Y
LP104193,Male,No,0,Graduate,No,2492,0,93,84,1.0,Rural,N
LP104194,Male,Yes,0,Graduate,Yes,3490,1440,202,180,1.0,Semiurban,Y
LP104195,Male,Yes,2,Not Graduate,No,4346,0,143,360,1.0,Rural,Y
LP104196,Male,Yes,3+,Graduate,No,2848,1169,146,180,1.0,Semiurban,Y
LP104197,Male,Yes,3+,Graduate,No,4486,1360,254,360,1.0,Semiurban,Y
LP104198,Male,Yes,0,Not Graduate,No,2245,1776,201,360,1.0,Rural,N
LP104199,Male,Yes,3+,Graduate,No,3127,0,97,360,0.0,Rural,N
LP104200,Female,No,0,Not Graduate,Yes,7171,2096,165,360,1.0,Rural,Y
LP104201,Male,Yes,0,Graduate,Yes,2447,0,79,360,1.0,Semiurban,Y
LP104202,Male,Yes,0,Graduate,No,6357,1501,333,180,1.0,Rural,Y
LP104203,Female,Yes,0,Graduate,No,4185,1680,206,360,1.0,Semiurban,Y
LP104204,Male,Yes,2,Graduate,No,3051,2229,243,120,1.0,Rural,Y
LP104205,Male,Yes,2,Graduate,Yes,2358,0,72,360,1.0,Urban,Y
LP104206,Male,Yes,2,Graduate,No,2229,3335,219,360,1.0,Semiurban,Y
LP104207,Male,Yes,1,Graduate,No,2789,0,87,240,0.0,Rural,N
LP104208,Male,Yes,0,Graduate,No,3855,2587,290,360,1.0,Urban,Y
LP104209,Male,Yes,1,Graduate,Yes,6419,2409,440,360,1.0,Semiurban,Y
LP104210,Male,Yes,0,Graduate,No,3550,1654,122,360,1.0,Rural,Y
LP104211,Male,No,2,Not Graduate,No,2882,0,91,360,1.0,Urban,N
LP104212,Male,No,1,Not Graduate,No,3129,0,56,360,1.0,Semiurban,Y
LP104213,Male,Yes,1,Graduate,Yes,5987,0,119,360,1.0,Semiurban,Y
LP104214,Male,Yes,0,Graduate,Yes,6566,0,165,360,0.0,Semiurban,Y
LP104215,Female,Yes,2,Graduate,No,1953,4637,224,360,1.0,Urban,Y
LP104216,Male,Yes,0,Graduate,No,3585,1674,152,360,1.0,Urban,Y
LP104217,Male,Yes,0,Not Graduate,No,6436,2355,338,60,1.0,Urban,N
LP104218,Male,Yes,2,Graduate,No,2030,0,70,360,1.0,Urban,Y
LP104219,Male,Yes,0,Not Graduate,No,3414,0,86,180,1.0,Urban,Y
LP104220,Male,No,2,Graduate,Yes,4193,2085,144,60,0.0,Semiurban,N
LP104221,Male,Yes,0,Graduate,No,3066,1918,178,360,1.0,Semiurban,Y
LP104222,Female,Yes,0,Not Graduate,No,7860,0,170,360,1.0,Rural,Y
LP104223,Female,Yes,2,Graduate,No,4273,1511,115,360,1.0,Urban,Y
LP104224,Male,No,0,Graduate,No,9613,0,251,120,1.0,Semiurban,Y
LP104225,Male,No,0,Graduate,No,4200,0,190,360,1.0,Urban,N
LP104226,Male,Yes,0,Graduate,No,5393,1873,118,360,1.0,Rural,Y
LP104227,Male,No,0,Graduate,No,3048,0,135,360,1.0,Semiurban,Y
LP104228,Male,Yes,1,Not Graduate,Yes,2640,1755,161,180,0.0,Rural,N
LP104229,Male,No,0,Graduate,No,5244,0,86,360,0.0,Urban,N
LP104230,Male,No,2,Not Graduate,No,4146,0,150,360,1.0,Semiurban,Y
LP104231,Male,Yes,2,Graduate,No,5818,727,196,60,0.0,Semiurban,N
LP104232,Male,No,0,Graduate,No,5151,0,229,240,1.0,Rural,Y
LP104233,Female,Yes,0,Not Graduate,No,1571,702,106,360,0.0,Semiurban,N
LP104234,Male,Yes,1,Graduate,No,2687,2758,136,60,1.0,Semiurban,Y
LP104235,Male,Yes,0,Graduate,No,6682,1209,335,240,1.0,Urban,Y
LP104236,Male,No,0,Graduate,No,1426,2807,109,180,1.0,Semiurban,Y
LP104237,Male,Yes,0,Graduate,No,4918,1858,172,300,1.0,Urban,Y
LP104238,Male,Yes,1,Graduate,No,3937,846,104,120,1.0,Urban,Y
LP104239,Male,No,1,Not Graduate,No,5229,4515,378,360,1.0,Urban,Y
LP104240,Male,Yes,0,Not Graduate,No,4121,3184,176,360,1.0,Rural,Y
LP104241,Male,Yes,2,Graduate,No,2906,2702,175,360,1.0,Urban,Y
LP104242,Male,Yes,2,Graduate,No,2834,1361,182,360,1.0,Rural,Y
LP104243,Male,Yes,1,Not Graduate,Yes,2704,3251,254,180,1.0,Rural,Y
LP104244,Male,Yes,2,Graduate,Yes,6337,925,326,360,1.0,Rural,Y
LP104245,Female,Yes,0,Graduate,No,1180,525,35,180,1.0,Rural,Y
LP104246,Male,No,2,Graduate,Yes,5022,783,206,60,1.0,Rural,Y
LP104247,Male,Yes,1,Graduate,No,2576,0,121,360,0.0,Urban,N
LP104248,Male,Yes,2,Graduate,No,4650,0,77,360,1.0,Urban,Y
LP104249,Female,Yes,0,Graduate,No,5061,1539,283,360,1.0,Semiurban,Y
LP104250,Male,Yes,0,Graduate,No,1678,1581,77,360,0.0,Semiurban,N
LP104251,Male,Yes,0,Graduate,No,3696,0,142,360,1.0,Urban,Y
LP104252,Male,Yes,0,Graduate,No,4561,561,205,360,0.0,Semiurban,N
LP104253,Male,Yes,1,Graduate,No,4395,0,208,360,1.0,Semiurban,Y
LP104254,Male,No,0,Graduate,No,3915,1705,184,360,1.0,Rural,N
LP104255,Male,Yes,2,Not Graduate,Yes,1842,1316,141,360,1.0,Semiurban,Y
LP104256,Female,Yes,1,Graduate,No,2326,4623,115,360,0.0,Semiurban,N
LP104257,Male,No,1,Not Graduate,No,1536,1728,97,360,1.0,Semiurban,Y
LP104258,Male,No,0,Not Graduate,No,4444,0,135,360,1.0,Semiurban,Y
LP104259,Male,Yes,3+,Graduate,Yes,4322,0,146,360,1.0,Rural,Y
LP104260,Male,No,2,Graduate,Yes,4477,0,143,360,1.0,Urban,N
LP104261,Female,Yes,2,Not Graduate,No,1283,1971,159,120,1.0,Semiurban,Y
LP104262,Male,No,0,Graduate,No,4110,3215,130,12,0.0,Semiurban,N
LP104263,Male,Yes,0,Not Graduate,No,4643,0,113,360,0.0,Semiurban,N
LP104264,Male,No,0,Graduate,No,1520,0,74,360,1.0,Urban,Y
LP104265,Male,No,0,Graduate,No,3119,0,95,360,1.0,Urban,Y
LP104266,Male,No,0,Graduate,No,1765,0,62,180,0.0,Urban,N
LP104267,Male,No,0,Graduate,No,3323,0,59,360,0.0,Urban,Y
LP104268,Female,Yes,1,Graduate,No,2551,0,64,360,0.0,Rural,N
LP104269,Female,Yes,0,Graduate,No,5163,6530,165,360,0.0,Semiurban,Y
LP104270,Male,Yes,0,Graduate,No,4596,0,91,240,1.0,Urban,Y
LP104271,Female,No,2,Graduate,No,8519,0,317,360,1.0,Semiurban,Y
LP104272,Male,No,0,Graduate,No,4064,3360,310,300,1.0,Urban,Y
LP104273,Male,Yes,2,Graduate,No,5044,2531,344,360,1.0,Rural,Y
LP104274,Male,No,0,Graduate,No,3081,0,73,360,1.0,Semiurban,Y
LP104275,Male,No,0,Graduate,No,2283,2512,128,360,1.0,Rural,Y
LP104276,Male,No,0,Graduate,No,6627,4769,398,240,1.0,Urban,Y
LP104277,Male,No,2,Graduate,No,8296,0,149,360,1.0,Rural,Y
LP104278,Male,Yes,0,Graduate,No,6173,0,267,360,0.0,Urban,N
LP104279,Male,Yes,2,Graduate,No,4500,1802,201,240,1.0,Urban,Y
LP104280,Male,Yes,0,Not Graduate,No,1918,2695,225,360,1.0,Urban,Y
LP104281,Male,Yes,0,Graduate,No,7845,1452,178,360,1.0,Semiurban,Y
LP104282,Male,Yes,1,Graduate,No,5759,2695,166,360,1.0,Urban,Y
LP104283,Male,No,0,Graduate,No,12752,0,347,360,1.0,Semiurban,Y
LP104284,Male,No,2,Graduate,No,2219,0,49,360,1.0,Rural,Y
LP104285,Male,Yes,0,Graduate,No,6729,1079,307,180,1.0,Urban,Y
LP104286,Female,Yes,0,Not Graduate,No,4432,1535,287,240,1.0,Urban,Y
LP104287,Male,Yes,2,Graduate,No,3469,1326,87,120,1.0,Rural,Y
LP104288,Male,Yes,3+,Graduate,No,8865,5515,338,360,1.0,Semiurban,Y
LP104289,Female,Yes,0,Not Graduate,No,4088,1168,123,360,0.0,Rural,N
LP104290,Male,Yes,2,Graduate,No,2501,0,82,180,1.0,Urban,Y
LP104291,Male,Yes,0,Graduate,No,3923,1132,156,84,1.0,Semiurban,Y
LP104292,Male,Yes,2,Graduate,No,2485,2055,184,360,1.0,Urban,Y
LP104293,Female,Yes,1,Graduate,No,3236,2378,228,360,0.0,Rural,N
